	Precision 	  Recall  	 F 
a       	   94.84% 	  94.23% 	  94.53%
ac      	  100.00% 	 100.00% 	 100.00%
if1     	  100.00% 	  75.00% 	  85.71%
if3     	   86.21% 	  86.21% 	  86.21%
if4     	   75.00% 	  50.00% 	  60.00%
l       	   94.00% 	  97.92% 	  95.92%
qt      	   99.43% 	  99.43% 	  99.43%
tl      	  100.00% 	 100.00% 	 100.00%
tp      	  100.00% 	 100.00% 	 100.00%
tv      	   99.42% 	  98.28% 	  98.84%
v       	   94.12% 	  94.12% 	  94.12%
Overall 	   96.76% 	  95.83% 	  96.29% 
