	Precision 	  Recall  	 F 
a       	   94.55% 	  91.76% 	  93.13%
ac      	  100.00% 	 100.00% 	 100.00%
dl      	  100.00% 	 100.00% 	 100.00%
if1     	  100.00% 	 100.00% 	 100.00%
if3     	   82.61% 	  73.08% 	  77.55%
if4     	  100.00% 	  61.54% 	  76.19%
l       	   86.36% 	  95.00% 	  90.48%
qt      	   98.86% 	  98.86% 	  98.86%
tl      	  100.00% 	 100.00% 	 100.00%
tv      	  100.00% 	 100.00% 	 100.00%
v       	  100.00% 	 100.00% 	 100.00%
Overall 	   96.66% 	  95.29% 	  95.97% 
