	Precision 	  Recall  	 F 
a       	   95.40% 	  92.22% 	  93.79%
ac      	  100.00% 	 100.00% 	 100.00%
if1     	   50.00% 	  50.00% 	  50.00%
if3     	   94.12% 	  84.21% 	  88.89%
if4     	   75.00% 	  66.67% 	  70.59%
l       	   96.08% 	  90.74% 	  93.33%
qt      	  100.00% 	 100.00% 	 100.00%
tl      	  100.00% 	  50.00% 	  66.67%
tp      	  100.00% 	 100.00% 	 100.00%
tv      	   99.42% 	 100.00% 	  99.71%
v       	  100.00% 	 100.00% 	 100.00%
Overall 	   97.60% 	  95.75% 	  96.67% 
