	Precision 	  Recall  	 F 
a       	   90.45% 	  91.03% 	  90.73%
ac      	  100.00% 	 100.00% 	 100.00%
if1     	  100.00% 	  75.00% 	  85.71%
if3     	   85.71% 	  82.76% 	  84.21%
if4     	   85.71% 	  50.00% 	  63.16%
l       	   93.88% 	  95.83% 	  94.85%
qt      	   98.86% 	  98.86% 	  98.86%
tl      	  100.00% 	 100.00% 	 100.00%
tp      	  100.00% 	 100.00% 	 100.00%
tv      	  100.00% 	 100.00% 	 100.00%
v       	   94.12% 	  94.12% 	  94.12%
Overall 	   95.79% 	  95.02% 	  95.41% 
