	Precision 	  Recall  	 F 
a       	   92.31% 	  93.98% 	  93.13%
ac      	  100.00% 	 100.00% 	 100.00%
if1     	    0.00% 	   0.00% 	   0.00%
if3     	   90.48% 	  70.37% 	  79.17%
if4     	   77.78% 	  58.33% 	  66.67%
l       	   91.43% 	  88.89% 	  90.14%
qt      	  100.00% 	 100.00% 	 100.00%
tl      	  100.00% 	 100.00% 	 100.00%
tp      	  100.00% 	 100.00% 	 100.00%
tv      	  100.00% 	  98.82% 	  99.40%
v       	  100.00% 	 100.00% 	 100.00%
Overall 	   96.53% 	  94.66% 	  95.59% 
