	Precision 	  Recall  	 F 
a       	   94.89% 	  92.78% 	  93.82%
ac      	  100.00% 	 100.00% 	 100.00%
if1     	   50.00% 	  50.00% 	  50.00%
if3     	   93.33% 	  73.68% 	  82.35%
if4     	   77.78% 	  77.78% 	  77.78%
l       	   96.00% 	  88.89% 	  92.31%
qt      	  100.00% 	 100.00% 	 100.00%
tl      	  100.00% 	  50.00% 	  66.67%
tp      	  100.00% 	 100.00% 	 100.00%
tv      	  100.00% 	 100.00% 	 100.00%
v       	  100.00% 	 100.00% 	 100.00%
Overall 	   97.59% 	  95.60% 	  96.58% 
