	Precision 	  Recall  	 F 
a       	   94.51% 	  91.18% 	  92.81%
ac      	  100.00% 	 100.00% 	 100.00%
dl      	  100.00% 	 100.00% 	 100.00%
if1     	  100.00% 	 100.00% 	 100.00%
if3     	   73.91% 	  65.38% 	  69.39%
if4     	  100.00% 	  76.92% 	  86.96%
l       	   88.10% 	  92.50% 	  90.24%
qt      	   98.86% 	  98.86% 	  98.86%
tl      	  100.00% 	 100.00% 	 100.00%
tv      	  100.00% 	  99.43% 	  99.71%
v       	  100.00% 	 100.00% 	 100.00%
Overall 	   96.49% 	  94.82% 	  95.65% 
