	Precision 	  Recall  	 F 
a       	   94.19% 	  93.59% 	  93.89%
ac      	  100.00% 	 100.00% 	 100.00%
if1     	  100.00% 	  75.00% 	  85.71%
if3     	   85.71% 	  82.76% 	  84.21%
if4     	   75.00% 	  50.00% 	  60.00%
l       	   94.00% 	  97.92% 	  95.92%
qt      	   99.43% 	  99.43% 	  99.43%
tl      	  100.00% 	 100.00% 	 100.00%
tp      	  100.00% 	 100.00% 	 100.00%
tv      	  100.00% 	  99.43% 	  99.71%
v       	  100.00% 	 100.00% 	 100.00%
Overall 	   96.92% 	  95.99% 	  96.45% 
