	Precision 	  Recall  	 F 
a       	   92.90% 	  92.31% 	  92.60%
ac      	  100.00% 	  75.00% 	  85.71%
if1     	  100.00% 	  75.00% 	  85.71%
if3     	   92.86% 	  89.66% 	  91.23%
if4     	   71.43% 	  41.67% 	  52.63%
l       	   94.00% 	  97.92% 	  95.92%
qt      	   97.73% 	  98.29% 	  98.01%
tl      	  100.00% 	 100.00% 	 100.00%
tp      	  100.00% 	 100.00% 	 100.00%
tv      	  100.00% 	 100.00% 	 100.00%
v       	   93.75% 	  88.24% 	  90.91%
Overall 	   96.27% 	  95.18% 	  95.72% 
