	Precision 	  Recall  	 F 
a       	   94.19% 	  93.59% 	  93.89%
ac      	  100.00% 	  75.00% 	  85.71%
if1     	  100.00% 	  75.00% 	  85.71%
if3     	   86.67% 	  89.66% 	  88.14%
if4     	   75.00% 	  50.00% 	  60.00%
l       	   93.88% 	  95.83% 	  94.85%
qt      	   99.43% 	  99.43% 	  99.43%
tl      	  100.00% 	 100.00% 	 100.00%
tp      	  100.00% 	 100.00% 	 100.00%
tv      	  100.00% 	  99.43% 	  99.71%
v       	   93.75% 	  88.24% 	  90.91%
Overall 	   96.75% 	  95.67% 	  96.21% 
