	Precision 	  Recall  	 F 
a       	   94.19% 	  90.00% 	  92.05%
ac      	  100.00% 	 100.00% 	 100.00%
if1     	  100.00% 	  50.00% 	  66.67%
if3     	   94.12% 	  84.21% 	  88.89%
if4     	   75.00% 	  66.67% 	  70.59%
l       	   96.00% 	  88.89% 	  92.31%
qt      	  100.00% 	 100.00% 	 100.00%
tl      	  100.00% 	  50.00% 	  66.67%
tp      	  100.00% 	 100.00% 	 100.00%
tv      	  100.00% 	  98.82% 	  99.41%
v       	  100.00% 	 100.00% 	 100.00%
Overall 	   97.57% 	  94.65% 	  96.09% 
