	Precision 	  Recall  	 F 
a       	   90.34% 	  92.44% 	  91.38%
ac      	  100.00% 	 100.00% 	 100.00%
dl      	  100.00% 	 100.00% 	 100.00%
if1     	  100.00% 	  66.67% 	  80.00%
if3     	  100.00% 	  91.43% 	  95.52%
if4     	  100.00% 	  80.00% 	  88.89%
l       	   97.62% 	  93.18% 	  95.35%
qt      	  100.00% 	 100.00% 	 100.00%
tl      	   75.00% 	 100.00% 	  85.71%
tv      	  100.00% 	 100.00% 	 100.00%
v       	  100.00% 	 100.00% 	 100.00%
Overall 	   97.31% 	  96.90% 	  97.10% 
