	Precision 	  Recall  	 F 
a       	   92.77% 	  90.59% 	  91.67%
ac      	  100.00% 	 100.00% 	 100.00%
dl      	  100.00% 	 100.00% 	 100.00%
if1     	  100.00% 	 100.00% 	 100.00%
if3     	   80.95% 	  65.38% 	  72.34%
if4     	  100.00% 	  69.23% 	  81.82%
l       	   90.48% 	  95.00% 	  92.68%
qt      	   98.86% 	  98.86% 	  98.86%
tl      	  100.00% 	  75.00% 	  85.71%
tv      	  100.00% 	 100.00% 	 100.00%
v       	   95.65% 	  95.65% 	  95.65%
Overall 	   96.32% 	  94.51% 	  95.40% 
