	Precision 	  Recall  	 F 
a       	   91.38% 	  92.44% 	  91.91%
ac      	  100.00% 	 100.00% 	 100.00%
dl      	  100.00% 	 100.00% 	 100.00%
if1     	  100.00% 	  66.67% 	  80.00%
if3     	   96.97% 	  91.43% 	  94.12%
if4     	  100.00% 	  70.00% 	  82.35%
l       	   93.18% 	  93.18% 	  93.18%
qt      	  100.00% 	 100.00% 	 100.00%
tl      	   75.00% 	 100.00% 	  85.71%
tv      	  100.00% 	 100.00% 	 100.00%
v       	  100.00% 	 100.00% 	 100.00%
Overall 	   97.17% 	  96.76% 	  96.96% 
